592 9624
429 562 36.0082304527
429 564 -15.4320987654
430 268 -33.4362139918
430 269 -77.1604938272
430 270 -10.2880658436
430 295 -133.7448559671
430 297 -72.0164609053
430 298 -66.8724279835
430 300 154.3209876543
430 322 -33.4362139918
430 323 77.1604938272
430 324 -10.2880658436
430 403 -30.8641975309
430 406 36.0082304527
430 430 586.4197530864
430 433 -61.7283950617
430 457 -30.8641975309
430 460 36.0082304527
430 538 -33.4362139918
430 539 77.1604938272
430 540 10.2880658436
430 565 -133.7448559671
430 567 72.0164609053
430 568 -66.8724279835
430 570 -154.3209876543
431 268 -77.1604938272
431 269 -33.4362139918
431 270 -10.2880658436
431 296 -30.8641975309
431 299 36.0082304527
431 322 77.1604938272
431 323 -33.4362139918
431 324 10.2880658436
431 404 -133.7448559671
431 405 -72.0164609053
431 407 -66.8724279835
431 408 154.3209876543
431 431 586.4197530864
431 434 -61.7283950617
431 458 -133.7448559671
431 459 72.0164609053
431 461 -66.8724279835
431 462 -154.3209876543
431 538 77.1604938272
431 539 -33.4362139918
431 540 -10.2880658436
431 566 -30.8641975309
431 569 36.0082304527
432 268 10.2880658436
432 269 10.2880658436
432 270 18.0041152263
432 295 -30.8641975309
432 297 -30.8641975309
432 298 154.3209876543
432 300 -66.8724279835
432 322 10.2880658436
432 323 -10.2880658436
432 324 18.0041152263
432 404 -30.8641975309
432 405 -30.8641975309
432 407 154.3209876543
432 408 -66.8724279835
432 432 586.4197530864
432 435 -267.4897119342
432 458 30.8641975309
432 459 -30.8641975309
432 461 -154.3209876543
432 462 -66.8724279835
432 538 -10.2880658436
432 539 10.2880658436
432 540 18.0041152263
432 565 30.8641975309
432 567 -30.8641975309
432 568 -154.3209876543
432 570 -66.8724279835
433 298 -267.4897119342
433 406 -61.7283950617
433 430 -61.7283950617
433 433 781.8930041152
433 436 -61.7283950617
433 460 -61.7283950617
433 568 -267.4897119342
434 299 -61.7283950617
434 407 -267.4897119342
434 431 -61.7283950617
434 434 781.8930041152
434 437 -61.7283950617
434 461 -267.4897119342
434 569 -61.7283950617
435 300 -61.7283950617
435 408 -61.7283950617
435 432 -267.4897119342
435 435 781.8930041152
435 438 -267.4897119342
435 462 -61.7283950617
435 570 -61.7283950617
436 274 -66.8724279835
436 275 -154.3209876543
436 298 -66.8724279835
436 300 -154.3209876543
436 301 -267.4897119342
436 304 -66.8724279835
436 306 154.3209876543
436 328 -66.8724279835
436 329 154.3209876543
436 406 36.0082304527
436 409 -61.7283950617
436 412 36.0082304527
436 433 -61.7283950617
436 436 1172.8395061728
436 439 -61.7283950617
436 460 36.0082304527
436 463 -61.7283950617
436 466 36.0082304527
436 544 -66.8724279835
436 545 154.3209876543
436 568 -66.8724279835
436 570 154.3209876543
436 571 -267.4897119342
436 574 -66.8724279835
436 576 -154.3209876543
437 274 -154.3209876543
437 275 -66.8724279835
437 299 36.0082304527
437 302 -61.7283950617
437 305 36.0082304527
437 328 154.3209876543
437 329 -66.8724279835
437 407 -66.8724279835
437 408 -154.3209876543
437 410 -267.4897119342
437 413 -66.8724279835
437 414 154.3209876543
437 434 -61.7283950617
437 437 1172.8395061728
437 440 -61.7283950617
437 461 -66.8724279835
437 462 154.3209876543
437 464 -267.4897119342
437 467 -66.8724279835
437 468 -154.3209876543
437 544 154.3209876543
437 545 -66.8724279835
437 569 36.0082304527
437 572 -61.7283950617
437 575 36.0082304527
438 276 36.0082304527
438 298 -154.3209876543
438 300 -66.8724279835
438 303 -61.7283950617
438 304 154.3209876543
438 306 -66.8724279835
438 330 36.0082304527
438 407 -154.3209876543
438 408 -66.8724279835
438 411 -61.7283950617
438 413 154.3209876543
438 414 -66.8724279835
438 435 -267.4897119342
438 438 1172.8395061728
438 441 -267.4897119342
438 461 154.3209876543
438 462 -66.8724279835
438 465 -61.7283950617
438 467 -154.3209876543
438 468 -66.8724279835
438 546 36.0082304527
438 568 154.3209876543
438 570 -66.8724279835
438 573 -61.7283950617
438 574 -154.3209876543
438 576 -66.8724279835
439 304 -267.4897119342
439 412 -61.7283950617
439 436 -61.7283950617
439 439 781.8930041152
439 442 -61.7283950617
439 466 -61.7283950617
439 574 -267.4897119342
440 305 -61.7283950617
440 413 -267.4897119342
440 437 -61.7283950617
440 440 781.8930041152
440 443 -61.7283950617
440 467 -267.4897119342
440 575 -61.7283950617
441 306 -61.7283950617
441 414 -61.7283950617
441 438 -267.4897119342
441 441 781.8930041152
441 444 -267.4897119342
441 468 -61.7283950617
441 576 -61.7283950617
442 280 -66.8724279835
442 281 -154.3209876543
442 304 -66.8724279835
442 306 -154.3209876543
442 307 -267.4897119342
442 310 -66.8724279835
442 312 154.3209876543
442 334 -66.8724279835
442 335 154.3209876543
442 412 36.0082304527
442 415 -61.7283950617
442 418 36.0082304527
442 439 -61.7283950617
442 442 1172.8395061728
442 445 -61.7283950617
442 466 36.0082304527
442 469 -61.7283950617
442 472 36.0082304527
442 550 -66.8724279835
442 551 154.3209876543
442 574 -66.8724279835
442 576 154.3209876543
442 577 -267.4897119342
442 580 -66.8724279835
442 582 -154.3209876543
443 280 -154.3209876543
443 281 -66.8724279835
443 305 36.0082304527
443 308 -61.7283950617
443 311 36.0082304527
443 334 154.3209876543
443 335 -66.8724279835
443 413 -66.8724279835
443 414 -154.3209876543
443 416 -267.4897119342
443 419 -66.8724279835
443 420 154.3209876543
443 440 -61.7283950617
443 443 1172.8395061728
443 446 -61.7283950617
443 467 -66.8724279835
443 468 154.3209876543
443 470 -267.4897119342
443 473 -66.8724279835
443 474 -154.3209876543
443 550 154.3209876543
443 551 -66.8724279835
443 575 36.0082304527
443 578 -61.7283950617
443 581 36.0082304527
444 282 36.0082304527
444 304 -154.3209876543
444 306 -66.8724279835
444 309 -61.7283950617
444 310 154.3209876543
444 312 -66.8724279835
444 336 36.0082304527
444 413 -154.3209876543
444 414 -66.8724279835
444 417 -61.7283950617
444 419 154.3209876543
444 420 -66.8724279835
444 441 -267.4897119342
444 444 1172.8395061728
444 447 -267.4897119342
444 467 154.3209876543
444 468 -66.8724279835
444 471 -61.7283950617
444 473 -154.3209876543
444 474 -66.8724279835
444 552 36.0082304527
444 574 154.3209876543
444 576 -66.8724279835
444 579 -61.7283950617
444 580 -154.3209876543
444 582 -66.8724279835
445 310 -267.4897119342
445 418 -61.7283950617
445 442 -61.7283950617
445 445 781.8930041152
445 448 -61.7283950617
445 472 -61.7283950617
445 580 -267.4897119342
446 311 -61.7283950617
446 419 -267.4897119342
446 443 -61.7283950617
446 446 781.8930041152
446 449 -61.7283950617
446 473 -267.4897119342
446 581 -61.7283950617
447 312 -61.7283950617
447 420 -61.7283950617
447 444 -267.4897119342
447 447 781.8930041152
447 450 -267.4897119342
447 474 -61.7283950617
447 582 -61.7283950617
448 286 -66.8724279835
448 287 -154.3209876543
448 310 -66.8724279835
448 312 -154.3209876543
448 313 -267.4897119342
448 316 -66.8724279835
448 318 154.3209876543
448 340 -66.8724279835
448 341 154.3209876543
448 418 36.0082304527
448 421 -61.7283950617
448 424 36.0082304527
448 445 -61.7283950617
448 448 1172.8395061728
448 451 -61.7283950617
448 472 36.0082304527
448 475 -61.7283950617
448 478 36.0082304527
448 556 -66.8724279835
448 557 154.3209876543
448 580 -66.8724279835
448 582 154.3209876543
448 583 -267.4897119342
448 586 -66.8724279835
448 588 -154.3209876543
449 286 -154.3209876543
449 287 -66.8724279835
449 311 36.0082304527
449 314 -61.7283950617
449 317 36.0082304527
449 340 154.3209876543
449 341 -66.8724279835
449 419 -66.8724279835
449 420 -154.3209876543
449 422 -267.4897119342
449 425 -66.8724279835
449 426 154.3209876543
449 446 -61.7283950617
449 449 1172.8395061728
449 452 -61.7283950617
449 473 -66.8724279835
449 474 154.3209876543
449 476 -267.4897119342
449 479 -66.8724279835
449 480 -154.3209876543
449 556 154.3209876543
449 557 -66.8724279835
449 581 36.0082304527
449 584 -61.7283950617
449 587 36.0082304527
450 288 36.0082304527
450 310 -154.3209876543
450 312 -66.8724279835
450 315 -61.7283950617
450 316 154.3209876543
450 318 -66.8724279835
450 342 36.0082304527
450 419 -154.3209876543
450 420 -66.8724279835
450 423 -61.7283950617
450 425 154.3209876543
450 426 -66.8724279835
450 447 -267.4897119342
450 450 1172.8395061728
450 453 -267.4897119342
450 473 154.3209876543
450 474 -66.8724279835
450 477 -61.7283950617
450 479 -154.3209876543
450 480 -66.8724279835
450 558 36.0082304527
450 580 154.3209876543
450 582 -66.8724279835
450 585 -61.7283950617
450 586 -154.3209876543
450 588 -66.8724279835
451 316 -267.4897119342
451 424 -61.7283950617
451 448 -61.7283950617
451 451 781.8930041152
451 454 -61.7283950617
451 478 -61.7283950617
451 586 -267.4897119342
452 317 -61.7283950617
452 425 -267.4897119342
452 449 -61.7283950617
452 452 781.8930041152
452 455 -61.7283950617
452 479 -267.4897119342
452 587 -61.7283950617
453 318 -61.7283950617
453 426 -61.7283950617
453 450 -267.4897119342
453 453 781.8930041152
453 456 -267.4897119342
453 480 -61.7283950617
453 588 -61.7283950617
454 292 -33.4362139918
454 293 -77.1604938272
454 294 10.2880658436
454 316 -66.8724279835
454 318 -154.3209876543
454 319 -133.7448559671
454 321 72.0164609053
454 346 -33.4362139918
454 347 77.1604938272
454 348 10.2880658436
454 424 36.0082304527
454 427 -30.8641975309
454 451 -61.7283950617
454 454 586.4197530864
454 478 36.0082304527
454 481 -30.8641975309
454 562 -33.4362139918
454 563 77.1604938272
454 564 -10.2880658436
454 586 -66.8724279835
454 588 154.3209876543
454 589 -133.7448559671
454 591 -72.0164609053
455 292 -77.1604938272
455 293 -33.4362139918
455 294 10.2880658436
455 317 36.0082304527
455 320 -30.8641975309
455 346 77.1604938272
455 347 -33.4362139918
455 348 -10.2880658436
455 425 -66.8724279835
455 426 -154.3209876543
455 428 -133.7448559671
455 429 72.0164609053
455 452 -61.7283950617
455 455 586.4197530864
455 479 -66.8724279835
455 480 154.3209876543
455 482 -133.7448559671
455 483 -72.0164609053
455 562 77.1604938272
455 563 -33.4362139918
455 564 10.2880658436
455 587 36.0082304527
455 590 -30.8641975309
456 292 -10.2880658436
456 293 -10.2880658436
456 294 18.0041152263
456 316 -154.3209876543
456 318 -66.8724279835
456 319 30.8641975309
456 321 -30.8641975309
456 346 -10.2880658436
456 347 10.2880658436
456 348 18.0041152263
456 425 -154.3209876543
456 426 -66.8724279835
456 428 30.8641975309
456 429 -30.8641975309
456 453 -267.4897119342
456 456 586.4197530864
456 479 154.3209876543
456 480 -66.8724279835
456 482 -30.8641975309
456 483 -30.8641975309
456 562 10.2880658436
456 563 -10.2880658436
456 564 18.0041152263
456 586 154.3209876543
456 588 -66.8724279835
456 589 -30.8641975309
456 591 -30.8641975309
457 322 -133.7448559671
457 324 30.8641975309
457 430 -30.8641975309
457 457 390.9465020576
457 460 -61.7283950617
457 484 -30.8641975309
458 323 -30.8641975309
458 431 -133.7448559671
458 432 30.8641975309
458 458 390.9465020576
458 461 -61.7283950617
458 485 -133.7448559671
458 486 -30.8641975309
459 322 72.0164609053
459 324 -30.8641975309
459 431 72.0164609053
459 432 -30.8641975309
459 459 390.9465020576
459 462 -267.4897119342
459 485 -72.0164609053
459 486 -30.8641975309
460 298 -66.8724279835
460 299 -154.3209876543
460 322 -66.8724279835
460 324 -154.3209876543
460 325 -267.4897119342
460 328 -66.8724279835
460 330 154.3209876543
460 352 -66.8724279835
460 353 154.3209876543
460 430 36.0082304527
460 433 -61.7283950617
460 436 36.0082304527
460 457 -61.7283950617
460 460 1172.8395061728
460 463 -61.7283950617
460 484 36.0082304527
460 487 -61.7283950617
460 490 36.0082304527
460 568 -66.8724279835
460 569 154.3209876543
461 298 -154.3209876543
461 299 -66.8724279835
461 323 36.0082304527
461 326 -61.7283950617
461 329 36.0082304527
461 352 154.3209876543
461 353 -66.8724279835
461 431 -66.8724279835
461 432 -154.3209876543
461 434 -267.4897119342
461 437 -66.8724279835
461 438 154.3209876543
461 458 -61.7283950617
461 461 1172.8395061728
461 464 -61.7283950617
461 485 -66.8724279835
461 486 154.3209876543
461 488 -267.4897119342
461 491 -66.8724279835
461 492 -154.3209876543
461 568 154.3209876543
461 569 -66.8724279835
462 300 36.0082304527
462 322 -154.3209876543
462 324 -66.8724279835
462 327 -61.7283950617
462 328 154.3209876543
462 330 -66.8724279835
462 354 36.0082304527
462 431 -154.3209876543
462 432 -66.8724279835
462 435 -61.7283950617
462 437 154.3209876543
462 438 -66.8724279835
462 459 -267.4897119342
462 462 1172.8395061728
462 465 -267.4897119342
462 485 154.3209876543
462 486 -66.8724279835
462 489 -61.7283950617
462 491 -154.3209876543
462 492 -66.8724279835
462 570 36.0082304527
463 328 -267.4897119342
463 436 -61.7283950617
463 460 -61.7283950617
463 463 781.8930041152
463 466 -61.7283950617
463 490 -61.7283950617
464 329 -61.7283950617
464 437 -267.4897119342
464 461 -61.7283950617
464 464 781.8930041152
464 467 -61.7283950617
464 491 -267.4897119342
465 330 -61.7283950617
465 438 -61.7283950617
465 462 -267.4897119342
465 465 781.8930041152
465 468 -267.4897119342
465 492 -61.7283950617
466 304 -66.8724279835
466 305 -154.3209876543
466 328 -66.8724279835
466 330 -154.3209876543
466 331 -267.4897119342
466 334 -66.8724279835
466 336 154.3209876543
466 358 -66.8724279835
466 359 154.3209876543
466 436 36.0082304527
466 439 -61.7283950617
466 442 36.0082304527
466 463 -61.7283950617
466 466 1172.8395061728
466 469 -61.7283950617
466 490 36.0082304527
466 493 -61.7283950617
466 496 36.0082304527
466 574 -66.8724279835
466 575 154.3209876543
467 304 -154.3209876543
467 305 -66.8724279835
467 329 36.0082304527
467 332 -61.7283950617
467 335 36.0082304527
467 358 154.3209876543
467 359 -66.8724279835
467 437 -66.8724279835
467 438 -154.3209876543
467 440 -267.4897119342
467 443 -66.8724279835
467 444 154.3209876543
467 464 -61.7283950617
467 467 1172.8395061728
467 470 -61.7283950617
467 491 -66.8724279835
467 492 154.3209876543
467 494 -267.4897119342
467 497 -66.8724279835
467 498 -154.3209876543
467 574 154.3209876543
467 575 -66.8724279835
468 306 36.0082304527
468 328 -154.3209876543
468 330 -66.8724279835
468 333 -61.7283950617
468 334 154.3209876543
468 336 -66.8724279835
468 360 36.0082304527
468 437 -154.3209876543
468 438 -66.8724279835
468 441 -61.7283950617
468 443 154.3209876543
468 444 -66.8724279835
468 465 -267.4897119342
468 468 1172.8395061728
468 471 -267.4897119342
468 491 154.3209876543
468 492 -66.8724279835
468 495 -61.7283950617
468 497 -154.3209876543
468 498 -66.8724279835
468 576 36.0082304527
469 334 -267.4897119342
469 442 -61.7283950617
469 466 -61.7283950617
469 469 781.8930041152
469 472 -61.7283950617
469 496 -61.7283950617
470 335 -61.7283950617
470 443 -267.4897119342
470 467 -61.7283950617
470 470 781.8930041152
470 473 -61.7283950617
470 497 -267.4897119342
471 336 -61.7283950617
471 444 -61.7283950617
471 468 -267.4897119342
471 471 781.8930041152
471 474 -267.4897119342
471 498 -61.7283950617
472 310 -66.8724279835
472 311 -154.3209876543
472 334 -66.8724279835
472 336 -154.3209876543
472 337 -267.4897119342
472 340 -66.8724279835
472 342 154.3209876543
472 364 -66.8724279835
472 365 154.3209876543
472 442 36.0082304527
472 445 -61.7283950617
472 448 36.0082304527
472 469 -61.7283950617
472 472 1172.8395061728
472 475 -61.7283950617
472 496 36.0082304527
472 499 -61.7283950617
472 502 36.0082304527
472 580 -66.8724279835
472 581 154.3209876543
473 310 -154.3209876543
473 311 -66.8724279835
473 335 36.0082304527
473 338 -61.7283950617
473 341 36.0082304527
473 364 154.3209876543
473 365 -66.8724279835
473 443 -66.8724279835
473 444 -154.3209876543
473 446 -267.4897119342
473 449 -66.8724279835
473 450 154.3209876543
473 470 -61.7283950617
473 473 1172.8395061728
473 476 -61.7283950617
473 497 -66.8724279835
473 498 154.3209876543
473 500 -267.4897119342
473 503 -66.8724279835
473 504 -154.3209876543
473 580 154.3209876543
473 581 -66.8724279835
474 312 36.0082304527
474 334 -154.3209876543
474 336 -66.8724279835
474 339 -61.7283950617
474 340 154.3209876543
474 342 -66.8724279835
474 366 36.0082304527
474 443 -154.3209876543
474 444 -66.8724279835
474 447 -61.7283950617
474 449 154.3209876543
474 450 -66.8724279835
474 471 -267.4897119342
474 474 1172.8395061728
474 477 -267.4897119342
474 497 154.3209876543
474 498 -66.8724279835
474 501 -61.7283950617
474 503 -154.3209876543
474 504 -66.8724279835
474 582 36.0082304527
475 340 -267.4897119342
475 448 -61.7283950617
475 472 -61.7283950617
475 475 781.8930041152
475 478 -61.7283950617
475 502 -61.7283950617
476 341 -61.7283950617
476 449 -267.4897119342
476 473 -61.7283950617
476 476 781.8930041152
476 479 -61.7283950617
476 503 -267.4897119342
477 342 -61.7283950617
477 450 -61.7283950617
477 474 -267.4897119342
477 477 781.8930041152
477 480 -267.4897119342
477 504 -61.7283950617
478 316 -66.8724279835
478 317 -154.3209876543
478 340 -66.8724279835
478 342 -154.3209876543
478 343 -267.4897119342
478 346 -66.8724279835
478 348 154.3209876543
478 370 -66.8724279835
478 371 154.3209876543
478 448 36.0082304527
478 451 -61.7283950617
478 454 36.0082304527
478 475 -61.7283950617
478 478 1172.8395061728
478 481 -61.7283950617
478 502 36.0082304527
478 505 -61.7283950617
478 508 36.0082304527
478 586 -66.8724279835
478 587 154.3209876543
479 316 -154.3209876543
479 317 -66.8724279835
479 341 36.0082304527
479 344 -61.7283950617
479 347 36.0082304527
479 370 154.3209876543
479 371 -66.8724279835
479 449 -66.8724279835
479 450 -154.3209876543
479 452 -267.4897119342
479 455 -66.8724279835
479 456 154.3209876543
479 476 -61.7283950617
479 479 1172.8395061728
479 482 -61.7283950617
479 503 -66.8724279835
479 504 154.3209876543
479 506 -267.4897119342
479 509 -66.8724279835
479 510 -154.3209876543
479 586 154.3209876543
479 587 -66.8724279835
480 318 36.0082304527
480 340 -154.3209876543
480 342 -66.8724279835
480 345 -61.7283950617
480 346 154.3209876543
480 348 -66.8724279835
480 372 36.0082304527
480 449 -154.3209876543
480 450 -66.8724279835
480 453 -61.7283950617
480 455 154.3209876543
480 456 -66.8724279835
480 477 -267.4897119342
480 480 1172.8395061728
480 483 -267.4897119342
480 503 154.3209876543
480 504 -66.8724279835
480 507 -61.7283950617
480 509 -154.3209876543
480 510 -66.8724279835
480 588 36.0082304527
481 346 -133.7448559671
481 348 -30.8641975309
481 454 -30.8641975309
481 478 -61.7283950617
481 481 390.9465020576
481 508 -30.8641975309
482 347 -30.8641975309
482 455 -133.7448559671
482 456 -30.8641975309
482 479 -61.7283950617
482 482 390.9465020576
482 509 -133.7448559671
482 510 30.8641975309
483 346 -72.0164609053
483 348 -30.8641975309
483 455 -72.0164609053
483 456 -30.8641975309
483 480 -267.4897119342
483 483 390.9465020576
483 509 72.0164609053
483 510 -30.8641975309
484 322 -33.4362139918
484 323 -77.1604938272
484 324 -10.2880658436
484 349 -133.7448559671
484 351 -72.0164609053
484 352 -66.8724279835
484 354 154.3209876543
484 376 -33.4362139918
484 377 77.1604938272
484 378 -10.2880658436
484 457 -30.8641975309
484 460 36.0082304527
484 484 586.4197530864
484 487 -61.7283950617
484 511 -30.8641975309
484 514 36.0082304527
485 322 -77.1604938272
485 323 -33.4362139918
485 324 -10.2880658436
485 350 -30.8641975309
485 353 36.0082304527
485 376 77.1604938272
485 377 -33.4362139918
485 378 10.2880658436
485 458 -133.7448559671
485 459 -72.0164609053
485 461 -66.8724279835
485 462 154.3209876543
485 485 586.4197530864
485 488 -61.7283950617
485 512 -133.7448559671
485 513 72.0164609053
485 515 -66.8724279835
485 516 -154.3209876543
486 322 10.2880658436
486 323 10.2880658436
486 324 18.0041152263
486 349 -30.8641975309
486 351 -30.8641975309
486 352 154.3209876543
486 354 -66.8724279835
486 376 10.2880658436
486 377 -10.2880658436
486 378 18.0041152263
486 458 -30.8641975309
486 459 -30.8641975309
486 461 154.3209876543
486 462 -66.8724279835
486 486 586.4197530864
486 489 -267.4897119342
486 512 30.8641975309
486 513 -30.8641975309
486 515 -154.3209876543
486 516 -66.8724279835
487 352 -267.4897119342
487 460 -61.7283950617
487 484 -61.7283950617
487 487 781.8930041152
487 490 -61.7283950617
487 514 -61.7283950617
488 353 -61.7283950617
488 461 -267.4897119342
488 485 -61.7283950617
488 488 781.8930041152
488 491 -61.7283950617
488 515 -267.4897119342
489 354 -61.7283950617
489 462 -61.7283950617
489 486 -267.4897119342
489 489 781.8930041152
489 492 -267.4897119342
489 516 -61.7283950617
490 328 -66.8724279835
490 329 -154.3209876543
490 352 -66.8724279835
490 354 -154.3209876543
490 355 -267.4897119342
490 358 -66.8724279835
490 360 154.3209876543
490 382 -66.8724279835
490 383 154.3209876543
490 460 36.0082304527
490 463 -61.7283950617
490 466 36.0082304527
490 487 -61.7283950617
490 490 1172.8395061728
490 493 -61.7283950617
490 514 36.0082304527
490 517 -61.7283950617
490 520 36.0082304527
491 328 -154.3209876543
491 329 -66.8724279835
491 353 36.0082304527
491 356 -61.7283950617
491 359 36.0082304527
491 382 154.3209876543
491 383 -66.8724279835
491 461 -66.8724279835
491 462 -154.3209876543
491 464 -267.4897119342
491 467 -66.8724279835
491 468 154.3209876543
491 488 -61.7283950617
491 491 1172.8395061728
491 494 -61.7283950617
491 515 -66.8724279835
491 516 154.3209876543
491 518 -267.4897119342
491 521 -66.8724279835
491 522 -154.3209876543
492 330 36.0082304527
492 352 -154.3209876543
492 354 -66.8724279835
492 357 -61.7283950617
492 358 154.3209876543
492 360 -66.8724279835
492 384 36.0082304527
492 461 -154.3209876543
492 462 -66.8724279835
492 465 -61.7283950617
492 467 154.3209876543
492 468 -66.8724279835
492 489 -267.4897119342
492 492 1172.8395061728
492 495 -267.4897119342
492 515 154.3209876543
492 516 -66.8724279835
492 519 -61.7283950617
492 521 -154.3209876543
492 522 -66.8724279835
493 358 -267.4897119342
493 466 -61.7283950617
493 490 -61.7283950617
493 493 781.8930041152
493 496 -61.7283950617
493 520 -61.7283950617
494 359 -61.7283950617
494 467 -267.4897119342
494 491 -61.7283950617
494 494 781.8930041152
494 497 -61.7283950617
494 521 -267.4897119342
495 360 -61.7283950617
495 468 -61.7283950617
495 492 -267.4897119342
495 495 781.8930041152
495 498 -267.4897119342
495 522 -61.7283950617
496 334 -66.8724279835
496 335 -154.3209876543
496 358 -66.8724279835
496 360 -154.3209876543
496 361 -267.4897119342
496 364 -66.8724279835
496 366 154.3209876543
496 388 -66.8724279835
496 389 154.3209876543
496 466 36.0082304527
496 469 -61.7283950617
496 472 36.0082304527
496 493 -61.7283950617
496 496 1172.8395061728
496 499 -61.7283950617
496 520 36.0082304527
496 523 -61.7283950617
496 526 36.0082304527
497 334 -154.3209876543
497 335 -66.8724279835
497 359 36.0082304527
497 362 -61.7283950617
497 365 36.0082304527
497 388 154.3209876543
497 389 -66.8724279835
497 467 -66.8724279835
497 468 -154.3209876543
497 470 -267.4897119342
497 473 -66.8724279835
497 474 154.3209876543
497 494 -61.7283950617
497 497 1172.8395061728
497 500 -61.7283950617
497 521 -66.8724279835
497 522 154.3209876543
497 524 -267.4897119342
497 527 -66.8724279835
497 528 -154.3209876543
498 336 36.0082304527
498 358 -154.3209876543
498 360 -66.8724279835
498 363 -61.7283950617
498 364 154.3209876543
498 366 -66.8724279835
498 390 36.0082304527
498 467 -154.3209876543
498 468 -66.8724279835
498 471 -61.7283950617
498 473 154.3209876543
498 474 -66.8724279835
498 495 -267.4897119342
498 498 1172.8395061728
498 501 -267.4897119342
498 521 154.3209876543
498 522 -66.8724279835
498 525 -61.7283950617
498 527 -154.3209876543
498 528 -66.8724279835
499 364 -267.4897119342
499 472 -61.7283950617
499 496 -61.7283950617
499 499 781.8930041152
499 502 -61.7283950617
499 526 -61.7283950617
500 365 -61.7283950617
500 473 -267.4897119342
500 497 -61.7283950617
500 500 781.8930041152
500 503 -61.7283950617
500 527 -267.4897119342
501 366 -61.7283950617
501 474 -61.7283950617
501 498 -267.4897119342
501 501 781.8930041152
501 504 -267.4897119342
501 528 -61.7283950617
502 340 -66.8724279835
502 341 -154.3209876543
502 364 -66.8724279835
502 366 -154.3209876543
502 367 -267.4897119342
502 370 -66.8724279835
502 372 154.3209876543
502 394 -66.8724279835
502 395 154.3209876543
502 472 36.0082304527
502 475 -61.7283950617
502 478 36.0082304527
502 499 -61.7283950617
502 502 1172.8395061728
502 505 -61.7283950617
502 526 36.0082304527
502 529 -61.7283950617
502 532 36.0082304527
503 340 -154.3209876543
503 341 -66.8724279835
503 365 36.0082304527
503 368 -61.7283950617
503 371 36.0082304527
503 394 154.3209876543
503 395 -66.8724279835
503 473 -66.8724279835
503 474 -154.3209876543
503 476 -267.4897119342
503 479 -66.8724279835
503 480 154.3209876543
503 500 -61.7283950617
503 503 1172.8395061728
503 506 -61.7283950617
503 527 -66.8724279835
503 528 154.3209876543
503 530 -267.4897119342
503 533 -66.8724279835
503 534 -154.3209876543
504 342 36.0082304527
504 364 -154.3209876543
504 366 -66.8724279835
504 369 -61.7283950617
504 370 154.3209876543
504 372 -66.8724279835
504 396 36.0082304527
504 473 -154.3209876543
504 474 -66.8724279835
504 477 -61.7283950617
504 479 154.3209876543
504 480 -66.8724279835
504 501 -267.4897119342
504 504 1172.8395061728
504 507 -267.4897119342
504 527 154.3209876543
504 528 -66.8724279835
504 531 -61.7283950617
504 533 -154.3209876543
504 534 -66.8724279835
505 370 -267.4897119342
505 478 -61.7283950617
505 502 -61.7283950617
505 505 781.8930041152
505 508 -61.7283950617
505 532 -61.7283950617
506 371 -61.7283950617
506 479 -267.4897119342
506 503 -61.7283950617
506 506 781.8930041152
506 509 -61.7283950617
506 533 -267.4897119342
507 372 -61.7283950617
507 480 -61.7283950617
507 504 -267.4897119342
507 507 781.8930041152
507 510 -267.4897119342
507 534 -61.7283950617
508 346 -33.4362139918
508 347 -77.1604938272
508 348 10.2880658436
508 370 -66.8724279835
508 372 -154.3209876543
508 373 -133.7448559671
508 375 72.0164609053
508 400 -33.4362139918
508 401 77.1604938272
508 402 10.2880658436
508 478 36.0082304527
508 481 -30.8641975309
508 505 -61.7283950617
508 508 586.4197530864
508 532 36.0082304527
508 535 -30.8641975309
509 346 -77.1604938272
509 347 -33.4362139918
509 348 10.2880658436
509 371 36.0082304527
509 374 -30.8641975309
509 400 77.1604938272
509 401 -33.4362139918
509 402 -10.2880658436
509 479 -66.8724279835
509 480 -154.3209876543
509 482 -133.7448559671
509 483 72.0164609053
509 506 -61.7283950617
509 509 586.4197530864
509 533 -66.8724279835
509 534 154.3209876543
509 536 -133.7448559671
509 537 -72.0164609053
510 346 -10.2880658436
510 347 -10.2880658436
510 348 18.0041152263
510 370 -154.3209876543
510 372 -66.8724279835
510 373 30.8641975309
510 375 -30.8641975309
510 400 -10.2880658436
510 401 10.2880658436
510 402 18.0041152263
510 479 -154.3209876543
510 480 -66.8724279835
510 482 30.8641975309
510 483 -30.8641975309
510 507 -267.4897119342
510 510 586.4197530864
510 533 154.3209876543
510 534 -66.8724279835
510 536 -30.8641975309
510 537 -30.8641975309
511 376 -66.8724279835
511 377 -15.4320987654
511 378 15.4320987654
511 484 -30.8641975309
511 511 195.4732510288
511 514 -30.8641975309
512 376 -36.0082304527
512 377 -15.4320987654
512 485 -133.7448559671
512 486 30.8641975309
512 512 195.4732510288
512 513 -102.8806584362
512 515 -30.8641975309
512 516 72.0164609053
513 376 36.0082304527
513 378 -15.4320987654
513 485 72.0164609053
513 486 -30.8641975309
513 512 -102.8806584362
513 513 195.4732510288
513 515 30.8641975309
513 516 -133.7448559671
514 352 -66.8724279835
514 353 -154.3209876543
514 376 -33.4362139918
514 377 10.2880658436
514 378 -77.1604938272
514 379 -133.7448559671
514 380 72.0164609053
514 382 -33.4362139918
514 383 10.2880658436
514 384 77.1604938272
514 484 36.0082304527
